tidal_frequency,real_love_number,imaginary_love_number,,
#4.8823576980935144E+024,0.32704809957648978,6051800.0000000000
0.0000000000000000,0.95991420599579991,0.0000000000000000
6.1187982223076042E-016,0.95991420599579991,1.8677080647637979E-003
6.4813598105875088E-016,0.95987852598370571,1.9486182615655484E-003
6.8654045235791632E-016,0.95983880725137982,2.0335101411611558E-003
7.2722053164502448E-016,0.95979519015947334,2.1224436467420838E-003
7.7031105717040139E-016,0.95974806200461515,2.2154127129218153E-003
8.1595485685300388E-016,0.95969640655793831,2.3124024871598644E-003
8.6430322169804654E-016,0.95964008185357796,2.4133798804708648E-003
9.1551640726638495E-016,0.95957881744671591,2.5182781970997932E-003
9.6976416485784691E-016,0.95951249755389567,2.6270186619264061E-003
1.0272263041691179E-015,0.95944048347848310,2.7394806525266862E-003
1.0880932892912378E-015,0.95936266106279688,2.8555173373812437E-003
1.1525668700221539E-015,0.95927864109307426,2.9749597680010166E-003
1.2208607505868908E-015,0.95918835482001275,3.0975973379552767E-003
1.2932012979819058E-015,0.95909118161417328,3.2231898974792567E-003
1.3698282922914403E-015,0.95898700421429417,3.3514650256961254E-003
1.4509957214629533E-015,0.95887555659408430,3.4821154719653258E-003
1.5369726231759423E-015,0.95875655843071228,3.6148011803082965E-003
1.6280439765946210E-015,0.95862978633114182,3.7491525573146952E-003
1.7245116469603008E-015,0.95849510032036156,3.8847680376630058E-003
1.8266953861543215E-015,0.95835227468225126,4.0212200219712545E-003
1.9349338925481329E-015,0.95820127031026592,4.1580572253435526E-003
2.0495859336534040E-015,0.95804195035225259,4.2948078086401708E-003
2.1710315352933322E-015,0.95787432384267956,4.4309852333035476E-003
2.2996732412368333E-015,0.95769839662578571,4.5660923799866662E-003
2.4359374474706472E-015,0.95751424186868661,4.6996278997118394E-003
2.5802758155321421E-015,0.95732197741520986,4.8310917271309466E-003
2.7331667695872904E-015,0.95712177664332421,4.9599914756232816E-003
2.8951170822161049E-015,0.95691385578022325,5.0858486588558991E-003
3.0666635541618149E-015,0.95669848516764389,5.2082045725634222E-003
3.2483747936113298E-015,0.95647597531029827,5.3266259695851133E-003
3.4408531009048106E-015,0.95624667579214395,5.4407101091347972E-003
3.6447364649212496E-015,0.95601097418149839,5.5500891148606360E-003
3.8607006777573233E-015,0.95576928723350729,5.6544333811134207E-003
4.0894615747089337E-015,0.95552205428800907,5.7534540078302120E-003
4.3317774069798224E-015,0.95526973358980305,5.8469042893356518E-003
4.5884513549821974E-015,0.95501279578504683,5.9345800268570453E-003
4.8603341905596762E-015,0.95475171657374869,6.0163189383982381E-003
5.1483270969568629E-015,0.95448697355722933,6.0919991592586348E-003
5.4533846558827379E-015,0.95421903952236264,6.1615369657653787E-003
5.7765180115684628E-015,0.95394838053159881,6.2248839985433882E-003
6.1187982223076046E-015,0.95367545093818451,6.2820241163233049E-003
6.4813598105875082E-015,0.95340069265912342,6.3329701694474373E-003
6.8654045235791628E-015,0.95312453321402268,6.3777609068189495E-003
7.2722053164502450E-015,0.95284738579099948,6.4164582483364849E-003
7.7031105717040135E-015,0.95256964930275234,6.4491450940929694E-003
8.1595485685300390E-015,0.95229170939657715,6.4759238300297114E-003
8.6430322169804644E-015,0.95201393952654079,6.4969155751109968E-003
9.1551640726638495E-015,0.95173670232331342,6.5122602094059611E-003
9.6976416485784703E-015,0.95146035057750478,6.5221170625785387E-003
1.0272263041691175E-014,0.95118522794542204,6.5266661506822553E-003
1.0880932892912378E-014,0.95091166905546631,6.5261097087245708E-003
1.1525668700221539E-014,0.95063999881839978,6.5206737819199093E-003
1.2208607505868906E-014,0.95037053105595137,6.5106095654152447E-003
1.2932012979819061E-014,0.95010356628308257,6.4961942362696760E-003
1.3698282922914402E-014,0.94983938889215924,6.4777310290830272E-003
1.4509957214629534E-014,0.94957826388641731,6.4555483888410377E-003
1.5369726231759424E-014,0.94932043333909244,6.4299981127188509E-003
1.6280439765946213E-014,0.94906611296838550,6.4014524934854567E-003
1.7245116469603007E-014,0.94881548899371027,6.3703005561670367E-003
1.8266953861543217E-014,0.94856871553443745,6.3369435701571180E-003
1.9349338925481331E-014,0.94832591286057466,6.3017900594779137E-003
